Name/ID,Vertical,Industry,Total BRR Currency,Total BRR
31353,Internet Content & Software,Media & Content,USD,854.00
31376,Retail,Other Enterprise,USD,595.00
31431,Internet Content & Software,Media & Content,USD,0.00
31463,Federal Government,Government,USD,0.00
31487,Consulting / Other Professional Services,Professional Services,USD,0.00
31619,Healthcare,Healthcare,USD,691.00
31681,Telecommunications Equipment Provider,Other Enterprise,USD,179.00
31691,Healthcare,Healthcare,USD,119.00
31708,Regional Carrier/ISP,Telecommunications,USD,"3,466.00"
31729,Higher Education,Research & Education,USD,204.00
31770,K-12 Education,Research & Education,USD,0.00
31772,Healthcare,Healthcare,USD,"1,121.00"
31778,Healthcare,Healthcare,USD,625.00
31887,Systems Integrators,Government,USD,280.00
31916,Regional Carrier/ISP,Telecommunications,USD,0.00
31953,Utilities,Energy & Manufacturing,USD,772.00
31995,Telecommunications Equipment Provider,Other Enterprise,USD,0.00
32092,Regional Carrier/ISP,Telecommunications,USD,"1,033.00"
32108,Consulting / Other Professional Services,Professional Services,USD,399.00
32168,K-12 Education,Research & Education,USD,381.00
32189,Transportation,Other Enterprise,USD,595.00
32209,Colo/Hosting,Data Center & Cloud Services,USD,511.00
32223,Finance,Finance,USD,0.00
32269,Consulting / Other Professional Services,Professional Services,USD,99.00
32309,Consulting / Other Professional Services,Professional Services,USD,495.00
32415,Federal Government,Government,USD,"24,672.00"
32434,Finance,Finance,USD,0.00
32439,Manufacturing,Energy & Manufacturing,USD,647.00
32452,Regional Carrier/ISP,Telecommunications,USD,884.00
32471,Retail,Other Enterprise,USD,0.00
32514,Healthcare,Healthcare,USD,49.00
32618,Finance,Finance,USD,"1,159.00"
32627,Colo/Hosting,Data Center & Cloud Services,USD,0.00
32729,Finance,Finance,USD,0.00
32739,Consulting / Other Professional Services,Professional Services,USD,150.00
32863,Consulting / Other Professional Services,Professional Services,USD,505.00
32879,Consulting / Other Professional Services,Professional Services,USD,887.00
32924,Federal Government,Government,USD,0.00
32934,Colo/Hosting,Data Center & Cloud Services,USD,117.00
32945,Higher Education,Research & Education,USD,50.00
32993,Finance,Finance,USD,"1,629.00"
33015,RLEC,Telecommunications,USD,500.00
33094,State/Local Government,Government,USD,217.00
33104,Telecommunications Equipment Provider,Other Enterprise,USD,99.00
33132,Regional Carrier/ISP,Telecommunications,USD,714.00
33146,Finance,Finance,USD,661.00
33180,Manufacturing,Energy & Manufacturing,USD,0.00
33193,Internet Content & Software,Media & Content,USD,198.00
33198,Cloud Service Provider,Data Center & Cloud Services,USD,0.00
33226,Engineering,Professional Services,USD,0.00
33268,Consulting / Other Professional Services,Professional Services,USD,"1,252.00"
33362,Asset Management / Hedge Fund,Finance,USD,811.00
33432,RLEC,Telecommunications,USD,0.00
33479,Commercial Systems Integrator,Professional Services,USD,"1,415.00"
33587,State/Local Government,Government,USD,297.00
33588,Internet Content & Software,Media & Content,USD,49.00
33643,State/Local Government,Government,USD,314.00
33682,Internet Content & Software,Media & Content,USD,"1,126.00"
33691,Consulting / Other Professional Services,Professional Services,USD,775.00
33728,Internet Content & Software,Media & Content,USD,0.00
33753,Finance,Finance,USD,"1,223.00"
33820,Oil & Gas,Energy & Manufacturing,USD,894.00
33825,Hospitality,Other Enterprise,USD,595.00
33971,Consulting / Other Professional Services,Professional Services,USD,123.00
34032,State/Local Government,Government,USD,"1,555.00"
34056,Consulting / Other Professional Services,Professional Services,USD,709.00
34077,Manufacturing,Energy & Manufacturing,USD,318.00
34117,Media,Media & Content,USD,155.00
34135,Media,Media & Content,USD,805.00
34173,Consulting / Other Professional Services,Professional Services,USD,0.00
34246,Internet Content & Software,Media & Content,USD,"1,241.00"
34261,Colo/Hosting,Data Center & Cloud Services,USD,996.00
34269,Internet Content & Software,Media & Content,USD,0.00
34342,Finance,Finance,USD,399.00
34427,Consulting / Other Professional Services,Professional Services,USD,0.00
34444,Consulting / Other Professional Services,Professional Services,USD,0.00
34450,Retail,Other Enterprise,USD,316.00
34512,State/Local Government,Government,USD,0.00
34531,Regional Carrier/ISP,Telecommunications,USD,795.00
34559,Consulting / Other Professional Services,Professional Services,USD,679.00
34574,PTT,Telecommunications,USD,0.00
34576,Colo/Hosting,Data Center & Cloud Services,USD,675.00
34650,Colo/Hosting,Data Center & Cloud Services,USD,"1,211.00"
34684,Healthcare,Healthcare,USD,440.00
34772,Consulting / Other Professional Services,Professional Services,USD,417.00
34844,Internet Content & Software,Media & Content,USD,204.00
34857,Finance,Finance,USD,"1,430.00"
34885,Internet Content & Software,Media & Content,USD,490.00
35042,Higher Education,Research & Education,USD,640.00
35090,Consulting / Other Professional Services,Professional Services,USD,"1,359.00"
35245,Consulting / Other Professional Services,Professional Services,USD,"2,585.00"
35258,Regional Carrier/ISP,Telecommunications,USD,0.00
35355,,,USD,0.00
35404,Colo/Hosting,Data Center & Cloud Services,USD,399.00
35412,Federal Government,Government,USD,0.00
35497,Cloud Service Provider,Data Center & Cloud Services,USD,"1,240.00"
35560,Regional Carrier/ISP,Telecommunications,USD,"1,274.00"
35577,Colo/Hosting,Data Center & Cloud Services,USD,0.00
35583,Internet Content & Software,Media & Content,USD,0.00
35608,Healthcare,Healthcare,USD,"1,205.00"
35616,Colo/Hosting,Data Center & Cloud Services,USD,0.00
35641,Consulting / Other Professional Services,Professional Services,USD,558.00
35662,Consulting / Other Professional Services,Professional Services,USD,225.00
35689,Commercial Systems Integrator,Professional Services,USD,245.00
35722,Real Estate / Construction,Other Enterprise,USD,"1,083.00"
35831,Consulting / Other Professional Services,Professional Services,USD,0.00
35884,Media,Media & Content,USD,"2,921.00"
35904,Hospitality,Other Enterprise,USD,816.00
35957,Transportation,Other Enterprise,USD,0.00
35972,Finance,Finance,USD,0.00
35982,Manufacturing,Energy & Manufacturing,USD,0.00
35991,Regional Carrier/ISP,Telecommunications,USD,0.00
35993,Internet Content & Software,Media & Content,USD,49.00
36024,Internet Content & Software,Media & Content,USD,"1,236.00"
36037,Consulting / Other Professional Services,Professional Services,USD,879.00
36038,Consulting / Other Professional Services,Professional Services,USD,0.00
36080,Regional Carrier/ISP,Telecommunications,USD,"1,223.00"
36184,Consulting / Other Professional Services,Professional Services,USD,499.00
36224,Internet Content & Software,Media & Content,USD,89.00
36240,Finance,Finance,USD,"1,773.00"
36249,Healthcare,Healthcare,USD,"1,160.00"
36274,Regional Carrier/ISP,Telecommunications,USD,0.00
36352,Internet Content & Software,Media & Content,USD,"1,427.00"
36405,Internet Content & Software,Media & Content,USD,"1,300.00"
36423,RLEC,Telecommunications,USD,870.00
36456,Real Estate / Construction,Other Enterprise,USD,"1,946.00"
36466,Reseller,Telecommunications,USD,655.00
36485,Media,Media & Content,USD,783.00
36500,Real Estate / Construction,Other Enterprise,USD,306.00
36520,Finance,Finance,USD,95.00
36524,Finance,Finance,USD,"1,178.00"
36573,Retail,Other Enterprise,USD,"1,360.00"
36632,Consulting / Other Professional Services,Professional Services,USD,109.00
36675,Manufacturing,Energy & Manufacturing,USD,419.00
36712,Colo/Hosting,Data Center & Cloud Services,USD,0.00
36737,Retail,Other Enterprise,USD,"1,222.00"
36816,Legal,Professional Services,USD,148.00
36830,State/Local Government,Government,USD,113.00
36850,Cloud Service Provider,Data Center & Cloud Services,USD,0.00
36874,Internet Content & Software,Media & Content,USD,382.00
36893,Colo/Hosting,Data Center & Cloud Services,USD,614.00
36931,Cable & Satellite,CATV/Satellite,USD,"1,002.00"
36978,Retail,Other Enterprise,USD,0.00
37033,RLEC,Telecommunications,USD,133.00
37051,Consulting / Other Professional Services,Professional Services,USD,95.00
37092,State/Local Government,Government,USD,0.00
37098,Finance,Finance,USD,"1,350.00"
37237,Consulting / Other Professional Services,Professional Services,USD,650.00
37269,Finance,Finance,USD,0.00
37324,Manufacturing,Energy & Manufacturing,USD,0.00
37348,Internet Content & Software,Media & Content,USD,0.00
37349,Retail,Other Enterprise,USD,"2,029.00"
37374,Healthcare,Healthcare,USD,99.00
37399,Cloud Service Provider,Data Center & Cloud Services,USD,0.00
37552,Colo/Hosting,Data Center & Cloud Services,USD,816.00
37679,Consulting / Other Professional Services,Professional Services,USD,99.00
37833,Healthcare,Healthcare,USD,0.00
37845,K-12 Education,Research & Education,USD,157.00
37914,Internet Content & Software,Media & Content,USD,"1,070.00"
37916,Real Estate / Construction,Other Enterprise,USD,"1,121.00"
37960,Internet Content & Software,Media & Content,USD,0.00
37981,Real Estate / Construction,Other Enterprise,USD,0.00
38058,Consulting / Other Professional Services,Professional Services,USD,969.00
38096,Cloud Service Provider,Data Center & Cloud Services,USD,0.00
38097,Commercial Systems Integrator,Professional Services,USD,"1,062.00"
38351,K-12 Education,Research & Education,USD,157.00
38359,Consulting / Other Professional Services,Professional Services,USD,0.00
38388,Healthcare,Healthcare,USD,474.00
38428,Finance,Finance,USD,0.00
38433,Consulting / Other Professional Services,Professional Services,USD,"1,233.00"
38447,Finance,Finance,USD,0.00
38513,Consulting / Other Professional Services,Professional Services,USD,794.00
38516,Internet Content & Software,Media & Content,USD,"1,347.00"
38563,Wireless,Telecommunications,USD,406.00
38626,Media,Media & Content,USD,0.00
38705,Consulting / Other Professional Services,Professional Services,USD,0.00
38718,Colo/Hosting,Data Center & Cloud Services,USD,0.00
38749,Consulting / Other Professional Services,Professional Services,USD,499.00
38768,Real Estate / Construction,Other Enterprise,USD,"1,033.00"
38818,Manufacturing,Energy & Manufacturing,USD,"1,530.00"
38829,Media,Media & Content,USD,126.00
38862,Colo/Hosting,Data Center & Cloud Services,USD,919.00
38899,Healthcare,Healthcare,USD,0.00
39079,Consulting / Other Professional Services,Professional Services,USD,"1,271.00"
39156,Finance,Finance,USD,"1,178.00"
39157,Telecommunications Equipment Provider,Other Enterprise,USD,105.00
39236,Real Estate / Construction,Other Enterprise,USD,885.00
39254,Internet Content & Software,Media & Content,USD,743.00
39284,Higher Education,Research & Education,USD,0.00
39316,Internet Content & Software,Media & Content,USD,114.00
39391,Consulting / Other Professional Services,Professional Services,USD,976.00
39439,Hospitality,Other Enterprise,USD,295.00
39448,Non-Healthcare Insurance,Other Enterprise,USD,0.00
39450,Retail,Other Enterprise,USD,0.00
39534,Consulting / Other Professional Services,Professional Services,USD,0.00
39548,Retail,Other Enterprise,USD,50.00
39569,Legal,Professional Services,USD,0.00
39633,Internet Content & Software,Media & Content,USD,"1,400.00"
39684,Consulting / Other Professional Services,Professional Services,USD,"1,102.00"
39724,Manufacturing,Energy & Manufacturing,USD,"1,706.00"
39837,Internet Content & Software,Media & Content,USD,0.00
39956,Cloud Service Provider,Data Center & Cloud Services,USD,0.00
39979,K-12 Education,Research & Education,USD,154.00
40001,Oil & Gas,Energy & Manufacturing,USD,204.00
40039,Consulting / Other Professional Services,Professional Services,USD,0.00
40048,Internet Content & Software,Media & Content,USD,699.00
40067,Consulting / Other Professional Services,Professional Services,USD,"1,424.00"
40162,Consulting / Other Professional Services,Professional Services,USD,35.00
40224,Retail,Other Enterprise,USD,0.00
40240,Internet Content & Software,Media & Content,USD,0.00
40243,K-12 Education,Research & Education,USD,95.00
40294,Healthcare,Healthcare,USD,0.00
40488,Healthcare,Healthcare,USD,0.00
40505,Media,Media & Content,USD,0.00
40566,Retail,Other Enterprise,USD,"1,664.00"
40590,Consulting / Other Professional Services,Professional Services,USD,821.00
40673,Regional Carrier/ISP,Telecommunications,USD,0.00
40699,VOIP/VSP,Telecommunications,USD,0.00
40783,,,USD,0.00
40980,Consulting / Other Professional Services,Professional Services,USD,0.00
40985,Internet Content & Software,Media & Content,USD,0.00
41007,Consulting / Other Professional Services,Professional Services,USD,673.00
41081,K-12 Education,Research & Education,USD,"2,760.00"
41096,Cloud Service Provider,Data Center & Cloud Services,USD,918.00
41114,Finance,Finance,USD,966.00
41170,Systems Integrators,Government,USD,897.00
41194,Colo/Hosting,Data Center & Cloud Services,USD,"1,121.00"
41223,Retail,Other Enterprise,USD,0.00
41329,Non-Healthcare Insurance,Other Enterprise,USD,"1,720.00"
41406,Consulting / Other Professional Services,Professional Services,USD,118.00
41459,Internet Content & Software,Media & Content,USD,482.00
41550,State/Local Government,Government,USD,794.00
41650,Research,Research & Education,USD,768.00
41680,Utilities,Energy & Manufacturing,USD,"1,590.00"
41690,Healthcare,Healthcare,USD,0.00
41728,Retail,Other Enterprise,USD,519.00
41747,Consulting / Other Professional Services,Professional Services,USD,195.00
41785,Federal Government,Government,USD,"1,250.00"
41795,Manufacturing,Energy & Manufacturing,USD,0.00
41950,Internet Content & Software,Media & Content,USD,858.00
41991,Consulting / Other Professional Services,Professional Services,USD,0.00
42000,Finance,Finance,USD,"1,391.00"
42010,Reseller,Telecommunications,USD,0.00
42019,Colo/Hosting,Data Center & Cloud Services,USD,765.00
42026,Federal Government,Government,USD,"1,316.00"
42057,Real Estate / Construction,Other Enterprise,USD,918.00
42094,RLEC,Telecommunications,USD,0.00
42103,Transportation,Other Enterprise,USD,523.00
42130,Finance,Finance,USD,0.00
42157,National Carrier/ISP,Telecommunications,USD,0.00
42159,Telecommunications Equipment Provider,Other Enterprise,USD,"1,270.00"
42274,State/Local Government,Government,USD,0.00
42296,Internet Content & Software,Media & Content,USD,0.00
42322,Retail,Other Enterprise,USD,"1,477.00"
42332,Consulting / Other Professional Services,Professional Services,USD,399.00
42400,Consulting / Other Professional Services,Professional Services,USD,"1,047.00"
42413,Consulting / Other Professional Services,Professional Services,USD,425.00
42510,Engineering,Professional Services,USD,0.00
42541,Systems Integrators,Government,USD,399.00
42590,Research,Research & Education,USD,399.00
42596,Research,Research & Education,USD,"3,842.00"
42620,Healthcare,Healthcare,USD,642.00
42636,Healthcare,Healthcare,USD,177.00
42663,Commercial Systems Integrator,Professional Services,USD,"6,412.00"
42703,Cloud Service Provider,Data Center & Cloud Services,USD,697.00
42720,Internet Content & Software,Media & Content,USD,695.00
42744,Colo/Hosting,Data Center & Cloud Services,USD,0.00
42780,Consulting / Other Professional Services,Professional Services,USD,734.00
42953,Finance,Finance,USD,723.00
42978,Transportation,Other Enterprise,USD,0.00
43018,Regional Carrier/ISP,Telecommunications,USD,"4,230.00"
43049,Healthcare,Healthcare,USD,"1,191.00"
43061,Commercial Systems Integrator,Professional Services,USD,918.00
43111,Real Estate / Construction,Other Enterprise,USD,87.00
43118,RLEC,Telecommunications,USD,0.00
43124,Higher Education,Research & Education,USD,0.00
43155,Internet Content & Software,Media & Content,USD,0.00
43158,Cloud Service Provider,Data Center & Cloud Services,USD,0.00
43271,Internet Content & Software,Media & Content,USD,0.00
43350,Consulting / Other Professional Services,Professional Services,USD,670.00
43380,Commercial Systems Integrator,Professional Services,USD,0.00
43496,Internet Content & Software,Media & Content,USD,581.00
43576,Retail,Other Enterprise,USD,0.00
43626,Consulting / Other Professional Services,Professional Services,USD,0.00
43635,Asset Management / Hedge Fund,Finance,USD,49.00
43657,Internet Content & Software,Media & Content,USD,900.00
43688,Reseller,Telecommunications,USD,867.00
43689,Healthcare,Healthcare,USD,823.00
43703,Internet Content & Software,Media & Content,USD,"1,020.00"
43735,Internet Content & Software,Media & Content,USD,"1,310.00"
43744,Consulting / Other Professional Services,Professional Services,USD,"1,308.00"
43849,Internet Content & Software,Media & Content,USD,"1,455.00"
43875,Consulting / Other Professional Services,Professional Services,USD,"1,987.00"
43888,Consulting / Other Professional Services,Professional Services,USD,0.00
43898,Legal,Professional Services,USD,"1,477.00"
43920,Media,Media & Content,USD,111.00
44017,Higher Education,Research & Education,USD,0.00
44074,Internet Content & Software,Media & Content,USD,49.00
44085,Wireless,Telecommunications,USD,867.00
44097,Telecommunications Equipment Provider,Other Enterprise,USD,0.00
44139,Regional Carrier/ISP,Telecommunications,USD,899.00
44159,Retail,Other Enterprise,USD,"1,723.00"
44166,Manufacturing,Energy & Manufacturing,USD,880.00
44197,Consulting / Other Professional Services,Professional Services,USD,"2,073.00"
44209,Regional Carrier/ISP,Telecommunications,USD,"1,183.00"
44304,Media,Media & Content,USD,114.00
44323,Legal,Professional Services,USD,"2,005.00"
44344,Regional Carrier/ISP,Telecommunications,USD,0.00
44353,Internet Content & Software,Media & Content,USD,"2,410.00"
44379,Retail,Other Enterprise,USD,902.00
44478,Consulting / Other Professional Services,Professional Services,USD,75.00
44595,Regional Carrier/ISP,Telecommunications,USD,203.00
44601,Consulting / Other Professional Services,Professional Services,USD,98.00
44676,Consulting / Other Professional Services,Professional Services,USD,"1,006.00"
44718,Consulting / Other Professional Services,Professional Services,USD,530.00
44870,Research,Research & Education,USD,295.00
44880,Media,Media & Content,USD,584.00
44906,Telecommunications Equipment Provider,Other Enterprise,USD,676.00
44952,Higher Education,Research & Education,USD,0.00
45013,Consulting / Other Professional Services,Professional Services,USD,299.00
45199,Regional Carrier/ISP,Telecommunications,USD,0.00
45246,Reseller,Telecommunications,USD,0.00
45290,State/Local Government,Government,USD,202.00
45308,Higher Education,Research & Education,USD,0.00
45346,Commercial Systems Integrator,Professional Services,USD,0.00
45348,Wireless,Telecommunications,USD,0.00
45463,State/Local Government,Government,USD,"1,096.00"
45474,Regional Carrier/ISP,Telecommunications,USD,0.00
45485,Internet Content & Software,Media & Content,USD,0.00
45490,Consulting / Other Professional Services,Professional Services,USD,562.00
45550,Consulting / Other Professional Services,Professional Services,USD,788.00
45551,Media,Media & Content,USD,170.00
45589,Pharmaceuticals,Healthcare,USD,"1,274.00"
45600,Transportation,Other Enterprise,USD,460.00
45642,Non-Healthcare Insurance,Other Enterprise,USD,0.00
45643,Regional Carrier/ISP,Telecommunications,USD,"1,020.00"
45648,State/Local Government,Government,USD,0.00
45771,Finance,Finance,USD,"1,169.00"
45774,Internet Content & Software,Media & Content,USD,939.00
45977,Internet Content & Software,Media & Content,USD,0.00
46046,Hospitality,Other Enterprise,USD,938.00
46052,Colo/Hosting,Data Center & Cloud Services,USD,0.00
46117,Real Estate / Construction,Other Enterprise,USD,750.00
46192,Consulting / Other Professional Services,Professional Services,USD,369.00
46348,RLEC,Telecommunications,USD,0.00
46379,Internet Content & Software,Media & Content,USD,"1,112.00"
46421,Regional Carrier/ISP,Telecommunications,USD,0.00
46469,Internet Content & Software,Media & Content,USD,"2,000.00"
46498,Consulting / Other Professional Services,Professional Services,USD,"2,822.00"
46517,State/Local Government,Government,USD,859.00
46528,Healthcare,Healthcare,USD,216.00
46530,Healthcare,Healthcare,USD,0.00
46544,Manufacturing,Energy & Manufacturing,USD,"1,112.00"
46578,Engineering,Professional Services,USD,600.00
46613,Finance,Finance,USD,84.00
46652,Internet Content & Software,Media & Content,USD,0.00
46661,Consulting / Other Professional Services,Professional Services,USD,20.00
46729,VOIP/VSP,Telecommunications,USD,879.00
46758,Manufacturing,Energy & Manufacturing,USD,"1,835.00"
46774,Consulting / Other Professional Services,Professional Services,USD,299.00
46787,Consulting / Other Professional Services,Professional Services,USD,983.00
46789,Regional Carrier/ISP,Telecommunications,USD,47.00
46803,Internet Content & Software,Media & Content,USD,732.00
46841,Media,Media & Content,USD,230.00
46842,Consulting / Other Professional Services,Professional Services,USD,"1,020.00"
46883,RLEC,Telecommunications,USD,"1,503.00"
46884,Legal,Professional Services,USD,0.00
46887,Asset Management / Hedge Fund,Finance,USD,"2,081.00"
46970,Consulting / Other Professional Services,Professional Services,USD,712.00
47011,Regional Carrier/ISP,Telecommunications,USD,"1,325.00"
47081,Finance,Finance,USD,688.00
47118,Consulting / Other Professional Services,Professional Services,USD,0.00
47150,Finance,Finance,USD,"2,234.00"
47153,Consulting / Other Professional Services,Professional Services,USD,0.00
47171,Internet Content & Software,Media & Content,USD,176.00
47185,Consulting / Other Professional Services,Professional Services,USD,214.00
47192,Non-Healthcare Insurance,Other Enterprise,USD,0.00
47246,Consulting / Other Professional Services,Professional Services,USD,0.00
47277,Regional Carrier/ISP,Telecommunications,USD,0.00
47299,Internet Content & Software,Media & Content,USD,0.00
47318,Engineering,Professional Services,USD,807.00
47322,Pharmaceuticals,Healthcare,USD,"1,541.00"
47346,Asset Management / Hedge Fund,Finance,USD,885.00
47476,Consulting / Other Professional Services,Professional Services,USD,0.00
47482,Asset Management / Hedge Fund,Finance,USD,"1,000.00"
47523,Consulting / Other Professional Services,Professional Services,USD,"1,257.00"
47571,Cloud Service Provider,Data Center & Cloud Services,USD,0.00
47707,Research,Research & Education,USD,995.00
47761,Internet Content & Software,Media & Content,USD,620.00
47768,Regional Carrier/ISP,Telecommunications,USD,0.00
47824,Finance,Finance,USD,0.00
47893,Internet Content & Software,Media & Content,USD,489.00
47953,VOIP/VSP,Telecommunications,USD,541.00
47956,Retail,Other Enterprise,USD,0.00
47977,Internet Content & Software,Media & Content,USD,834.00
48032,Consulting / Other Professional Services,Professional Services,USD,"1,925.00"
48041,Colo/Hosting,Data Center & Cloud Services,USD,0.00
48127,Regional Carrier/ISP,Telecommunications,USD,0.00
48130,Colo/Hosting,Data Center & Cloud Services,USD,0.00
48158,Reseller,Telecommunications,USD,0.00
48191,Consulting / Other Professional Services,Professional Services,USD,155.00
48193,Internet Content & Software,Media & Content,USD,"1,054.00"
48253,Colo/Hosting,Data Center & Cloud Services,USD,0.00
48336,Regional Carrier/ISP,Telecommunications,USD,"1,330.00"
48491,Consulting / Other Professional Services,Professional Services,USD,"1,199.00"
48567,Finance,Finance,USD,678.00
48593,Internet Content & Software,Media & Content,USD,0.00
48597,Consulting / Other Professional Services,Professional Services,USD,729.00
48603,Healthcare,Healthcare,USD,0.00
48670,Internet Content & Software,Media & Content,USD,695.00
48672,Real Estate / Construction,Other Enterprise,USD,48.00
48712,Internet Content & Software,Media & Content,USD,249.00
48735,Consulting / Other Professional Services,Professional Services,USD,739.00
48787,Manufacturing,Energy & Manufacturing,USD,"4,150.00"
48932,Retail,Other Enterprise,USD,"1,445.00"
49004,Healthcare,Healthcare,USD,"2,014.00"
49005,Consulting / Other Professional Services,Professional Services,USD,109.00
49024,Retail,Other Enterprise,USD,"2,245.00"
49079,Internet Content & Software,Media & Content,USD,503.00
49083,Colo/Hosting,Data Center & Cloud Services,USD,"2,034.00"
49121,Colo/Hosting,Data Center & Cloud Services,USD,"1,055.00"
49131,Finance,Finance,USD,612.00
49193,Commercial Systems Integrator,Professional Services,USD,982.00
49227,Internet Content & Software,Media & Content,USD,0.00
49328,Legal,Professional Services,USD,642.00
49415,Real Estate / Construction,Other Enterprise,USD,0.00
49418,Regional Carrier/ISP,Telecommunications,USD,0.00
49432,Retail,Other Enterprise,USD,703.00
49446,Colo/Hosting,Data Center & Cloud Services,USD,497.00
49461,Manufacturing,Energy & Manufacturing,USD,0.00
49473,Internet Content & Software,Media & Content,USD,"1,427.00"
49529,Media,Media & Content,USD,0.00
49532,Internet Content & Software,Media & Content,USD,611.00
49542,Internet Content & Software,Media & Content,USD,508.00
49569,State/Local Government,Government,USD,"2,208.00"
49580,Internet Content & Software,Media & Content,USD,"1,803.00"
49612,Utilities,Energy & Manufacturing,USD,0.00
49621,Regional Carrier/ISP,Telecommunications,USD,275.00
49657,Internet Content & Software,Media & Content,USD,719.00
49672,Retail,Other Enterprise,USD,477.00
49686,Retail,Other Enterprise,USD,472.00
49789,Finance,Finance,USD,0.00
49871,Retail,Other Enterprise,USD,245.00
49893,Internet Content & Software,Media & Content,USD,0.00
50040,Real Estate / Construction,Other Enterprise,USD,505.00
50098,Colo/Hosting,Data Center & Cloud Services,USD,918.00
50141,Consulting / Other Professional Services,Professional Services,USD,"1,121.00"
50142,Regional Carrier/ISP,Telecommunications,USD,112.00
50147,Internet Content & Software,Media & Content,USD,463.00
50205,Consulting / Other Professional Services,Professional Services,USD,765.00
50269,Colo/Hosting,Data Center & Cloud Services,USD,49.00
50291,Finance,Finance,USD,245.00
50295,Regional Carrier/ISP,Telecommunications,USD,"1,373.00"
50298,Pharmaceuticals,Healthcare,USD,800.00
50465,Consulting / Other Professional Services,Professional Services,USD,"2,039.00"
50494,Consulting / Other Professional Services,Professional Services,USD,943.00
50497,Colo/Hosting,Data Center & Cloud Services,USD,92.00
50552,Internet Content & Software,Media & Content,USD,"1,380.00"
50558,Colo/Hosting,Data Center & Cloud Services,USD,0.00
50560,Finance,Finance,USD,"1,410.00"
50662,Consulting / Other Professional Services,Professional Services,USD,785.00
50714,Manufacturing,Energy & Manufacturing,USD,0.00
50793,Oil & Gas,Energy & Manufacturing,USD,"2,618.00"
50883,Manufacturing,Energy & Manufacturing,USD,0.00
50887,Internet Content & Software,Media & Content,USD,0.00
51030,Engineering,Professional Services,USD,0.00
51078,Retail,Other Enterprise,USD,600.00
51104,Commercial Systems Integrator,Professional Services,USD,0.00
51132,Legal,Professional Services,USD,786.00
51184,Consulting / Other Professional Services,Professional Services,USD,50.00
51190,Consulting / Other Professional Services,Professional Services,USD,"1,312.00"
51234,Oil & Gas,Energy & Manufacturing,USD,750.00
51325,State/Local Government,Government,USD,0.00
51331,Manufacturing,Energy & Manufacturing,USD,195.00
51386,Consulting / Other Professional Services,Professional Services,USD,0.00
51391,Colo/Hosting,Data Center & Cloud Services,USD,883.00
51435,Internet Content & Software,Media & Content,USD,"1,325.00"
51451,Regional Carrier/ISP,Telecommunications,USD,0.00
51490,Internet Content & Software,Media & Content,USD,934.00
51500,Commercial Systems Integrator,Professional Services,USD,681.00
51604,Manufacturing,Energy & Manufacturing,USD,"3,135.00"
51654,Media,Media & Content,USD,0.00
51721,Internet Content & Software,Media & Content,USD,0.00
51755,Internet Content & Software,Media & Content,USD,306.00
51772,Consulting / Other Professional Services,Professional Services,USD,"1,844.00"
51810,Real Estate / Construction,Other Enterprise,USD,0.00
51851,Healthcare,Healthcare,USD,0.00
51878,Regional Carrier/ISP,Telecommunications,USD,"1,020.00"
51951,Real Estate / Construction,Other Enterprise,USD,399.00
51987,Higher Education,Research & Education,USD,0.00
52017,Regional Carrier/ISP,Telecommunications,USD,0.00
52082,Internet Content & Software,Media & Content,USD,0.00
52100,Reseller,Telecommunications,USD,816.00
52104,Internet Content & Software,Media & Content,USD,305.00
52121,Finance,Finance,USD,"1,129.00"
52122,Internet Content & Software,Media & Content,USD,0.00
52361,Hospitality,Other Enterprise,USD,399.00
52431,Internet Content & Software,Media & Content,USD,471.00
52434,Consulting / Other Professional Services,Professional Services,USD,"5,651.00"
52454,Finance,Finance,USD,0.00
52505,Retail,Other Enterprise,USD,"13,918.00"
52556,Media,Media & Content,USD,"1,325.00"
52657,Consulting / Other Professional Services,Professional Services,USD,0.00
52686,RLEC,Telecommunications,USD,"1,193.00"
52710,Healthcare,Healthcare,USD,593.00
52747,K-12 Education,Research & Education,USD,312.00
52834,Internet Content & Software,Media & Content,USD,"1,435.00"
52841,Colo/Hosting,Data Center & Cloud Services,USD,339.00
52849,State/Local Government,Government,USD,"1,208.00"
52861,Manufacturing,Energy & Manufacturing,USD,465.00
52936,Retail,Other Enterprise,USD,"1,354.00"
52996,Consulting / Other Professional Services,Professional Services,USD,574.00
53004,Retail,Other Enterprise,USD,765.00
53038,Consulting / Other Professional Services,Professional Services,USD,500.00
53104,Colo/Hosting,Data Center & Cloud Services,USD,0.00
53129,VOIP/VSP,Telecommunications,USD,"1,070.00"
53152,Media,Media & Content,USD,0.00
53190,Finance,Finance,USD,"1,450.00"
53207,Cloud Service Provider,Data Center & Cloud Services,USD,100.00
53231,Media,Media & Content,USD,0.00
53239,Hospitality,Other Enterprise,USD,"2,447.00"
53317,Higher Education,Research & Education,USD,203.00
53318,Consulting / Other Professional Services,Professional Services,USD,65.00
53372,Consulting / Other Professional Services,Professional Services,USD,0.00
53524,Manufacturing,Energy & Manufacturing,USD,0.00
53530,Real Estate / Construction,Other Enterprise,USD,"1,172.00"
53564,Colo/Hosting,Data Center & Cloud Services,USD,"1,325.00"
53573,Health Insurance,Healthcare,USD,"1,000.00"
53615,Media,Media & Content,USD,"1,325.00"
53638,Consulting / Other Professional Services,Professional Services,USD,0.00
